Kurskod,Kursnamn,Poäng,Ämne
"SVKSVK02","Svenskt teckenspråk 2","100","Svenskt teckenspråk"
"SVNSVN01","Svenska för döva 1","100","Svenska för döva"
"SVNSVN02","Svenska för döva 2","100","Svenska för döva"
"SVNSVN03","Svenska för döva 3","100","Svenska för döva"
"SVOSVE51","Svenska som andraspråk 1","200","Svenska som andraspråk"
"SVOSVE52","Svenska som andraspråk 2","100","Svenska som andraspråk"
"SVPSVE51","Svenskt teckenspråk 1","100","Svenskt teckenspråk"
"SVPSVE52","Svenskt teckenspråk 2","100","Svenskt teckenspråk"
"SVTS1000X","Nivå 1","200","Svetsmetod MMA"
"SVTS2000X","Nivå 2","200","Svetsmetod MMA"
"SVTS3000X","Nivå 3","200","Svetsmetod MMA"
"SVTSVT01","Svenskt teckenspråk för hörande 1","100","Svenskt teckenspråk för hörande"
"SVTSVT02","Svenskt teckenspråk för hörande 2","100","Svenskt teckenspråk för hörande"
"SVTSVT03","Svenskt teckenspråk för hörande 3","100","Svenskt teckenspråk för hörande"
"SVTSVT04","Svenskt teckenspråk för hörande 4","100","Svenskt teckenspråk för hörande"
"SVTSVT05","Svenskt teckenspråk för hörande 5","100","Svenskt teckenspråk för hörande"
"SVTSVT06","Svenskt teckenspråk för hörande 6","100","Svenskt teckenspråk för hörande"
"SVTSVT07","Svenskt teckenspråk för hörande 7","100","Svenskt teckenspråk för hörande"
"SYSINJ0","Injusteringsteknik","100","Systemkunskap"
"SYSSYT0","Systemuppbyggnad","100","Systemkunskap"
"SYSVÄM0","Värmelära","100","Systemkunskap"
"SYTSYS0","Systemteknik – spårfordon","150","Systemteknik – spårfordon"
"TAKO1000X","Nivå 1","200","Tak- och tätskiktsmontering"
"TAKO2000X","Nivå 2","200","Tak- och tätskiktsmontering"
"TATS1000X","Nivå 1","100","Tätskikt – våtrum"
"TAVL1000X","Nivå 1","100","Tävlingsidrott"
"TAVL2000X","Nivå 2","100","Tävlingsidrott"
"TEADRM0","Dramatik och dramaturgi","100","Teater"
"TEAE1N0","Nivå 1","100","Teater"
"TEAE2N0","Nivå 2","100","Teater"
"TEAE3N0","Nivå 3","100","Teater"
"TEAFYS0","Fysisk teater","100","Teater"
"TEALJU00S","Ljud och ljus","100","Teater"
"TEAR1N0","Nivå 1","100","Teater – vald uttrycksform"
"TEAREG0","Regi","100","Teater"
"TEARÖS0","Röst","100","Teater"
"TEASCE00S","Scenografi, mask och kostym","100","Teater"
"TEASCE01","Scenisk gestaltning 1","100","Teater"
"TEASCE02","Scenisk gestaltning 2","100","Teater"
"TEASCE03","Scenisk gestaltning 3","100","Teater"
"TEASCI0","Sceniskt karaktärsarbete","100","Teater"
"TEASCN0","Sceniskt karaktärsarbete – text","100","Teater"
"TEAT1000X","Nivå 1","100","Teaterteori"
"TEAT2000X","Nivå 2","100","Teaterteori"
"TEATEA0","Teaterteori","100","Teater"
"TEETEA50S","Teater – specialområde","100","Teater"
"TEETEA51","Teater 1","100","Teater"
"TEETEA52","Teater 2","100","Teater"
"TEETEA53","Teater 3","100","Teater"
"TEIBRA0","Brand- och ljudisolering","200","Teknisk isolering"
"TEIINT0","Industriisolering","200","Teknisk isolering"
"TEIKOD0","Kondensisolering","100","Teknisk isolering"
"TEIVVS0","VVS-isolering","100","Teknisk isolering"
"TEIYTB0","Ytbeklädnad – grund","200","Teknisk isolering"
"TEKA100PX","Nivå 1","100","Teknikvetenskaplig spets"
"TEKA200PX","Nivå 2","100","Teknikvetenskaplig spets"
"TEKI1000X","Nivå 1","100","Teknik"
"TEKI2000X","Nivå 2","100","Teknik"
"TEKI3000X","Nivå 3","100","Teknik"
"TEKK1000X","Nivå 1","100","Teknik – specialisering"
"TEKK2000X","Nivå 2","100","Teknik – specialisering"
"TEKN1000X","Nivå 1","100","Teknisk isolering"
"TEKN2000X","Nivå 2","100","Teknisk isolering"
"TEKTEK00S","Teknik – specialisering","100","Teknik"
"TEKTEK01","Teknik 1","150","Teknik"
"TEKTEK02","Teknik 2","100","Teknik"
"TERR1000X","Nivå 1","100","Terrängtransporter"
"TESKOP3","Komponenter och system VVS","100","Tekniska system – VVS"
"TESPRO31","Projektering VVS 1","100","Tekniska system – VVS"
"TESPRO32","Projektering VVS 2","100","Tekniska system – VVS"
"TEXT1000X","Nivå 1","100","Textkommunikation"
"TEXT2000X","Nivå 2","100","Textkommunikation"
"TEYKOM3","Komponenter och system el","100","Tekniska system – el"
"TEYPRO31","Projektering el 1","100","Tekniska system – el"
"TEYPRO32","Projektering el 2","100","Tekniska system – el"
"TIATIL00S","Tillämpad programmering","100","Tillämpad programmering"
"TIGS1000X","Nivå 1","100","TIG-svetsning rör"
"TILA1000X","Nivå 1","100","Tillämpat underhåll"
"TILD100TX","Nivå 1","100","Tillämpad elteknik"
"TILD200TX","Nivå 2","100","Tillämpad elteknik"
"TILL1000X","Nivå 1","100","Tillämpad programmering"
"TILL2000X","Nivå 2","100","Tillämpad programmering"
"TILM1000X","Nivå 1","100","Tillämpad psykologi"
"TILP100TX","Nivå 1","100","Tillämpad cad"
"TILP200TX","Nivå 2","100","Tillämpad cad"
"TILT100TX","Nivå 1","100","Tillämpad teknik"
"TILT200TX","Nivå 2","100","Tillämpad teknik"
"TILTIL01","Tillverkningsunderlag 1","100","Tillverkningsunderlag"
"TILTIL02","Tillverkningsunderlag 2","100","Tillverkningsunderlag"
"TILV1000X","Nivå 1","100","Tillverkningsunderlag"
"TILV2000X","Nivå 2","100","Tillverkningsunderlag"
"TRAA1000X","Nivå 1","100","Träarbete"
"TRAA2000X","Nivå 2","200","Träarbete"
"TRAA3000X","Nivå 3","200","Träarbete"
"TRAC1N0I","Nivå 1","100","Tränings- och tävlingslära"
"TRAD1000X","Nivå 1","100","Trädgårdsanläggning"
"TRAD2000X","Nivå 2","100","Trädgårdsanläggning"
"TRAD3000X","Nivå 3","100","Trädgårdsanläggning"
"TRAFOD0","Fordonskombinationer – persontransporter","100","Transportteknik"
"TRAFOR0","Fordonskombinationer – godstransporter","200","Transportteknik"
"TRAG1000X","Nivå 1","100","Träningslära"
"TRAG2000X","Nivå 2","100","Träningslära"
"TRAI1N0","Nivå 1","100","Trafikantkunskap"
"TRAN100IX","Nivå 1","100","Tränings- och tävlingslära"
"TRAO1N0","Nivå 1","100","Trädgårdsodling"
"TRAO2N0","Nivå 2","200","Trädgårdsodling"
"TRAR1000X","Nivå 1","200","Trädgårdsodling"
"TRAR2000X","Nivå 2","200","Trädgårdsodling"
"TRAS1N0","Nivå 1","100","Trädgårdsanläggning"
"TRAS2N0","Nivå 2","200","Trädgårdsanläggning"
"TRAV1000X","Nivå 1","100","Travkunskap"
"TRAV2000X","Nivå 2","100","Travkunskap"
"TRAYRK01a","Yrkestrafik 1a","200","Transportteknik"
"TRAYRK01b","Yrkestrafik 1b","300","Transportteknik"
"TRAYRK1","Yrkestrafik – vux","300","Transportteknik"
"TRCTRU0","Truckteknik","200","Truckteknik"
"TRDTRÄ00S","Trädgårdsanläggning – specialisering","100","Trädgårdsanläggning"
"TRDTRÄ01","Trädgårdsanläggning 1","100","Trädgårdsanläggning"
"TRDTRÄ02","Trädgårdsanläggning 2","100","Trädgårdsanläggning"
"TRFTRA0","Trafikövervakning och signalsystem – spårfordon","100","Trafikövervakning och signalsystem – spårfordon"
"TRGTRA51","Trädgårdsanläggning 1","100","Trädgårdsanläggning"
"TRGTRA52","Trädgårdsanläggning 2","100","Trädgårdsanläggning"
"TRGTRA53","Trädgårdsanläggning 3","100","Trädgårdsanläggning"
"TRNTRN01","Träningslära 1","100","Träningslära"
"TRNTRN02","Träningslära 2","100","Träningslära"
"TROFRI51","Odling på friland 1","100","Trädgårdsodling"
"TROFRI52","Odling på friland 2","100","Trädgårdsodling"
"TROODL51","Odling i växthus 1","100","Trädgårdsodling"
"TROODL52","Odling i växthus 2","100","Trädgårdsodling"
"TROTRO5","Trädgårdsodling – grund","100","Trädgårdsodling"
"TRRTRA0","Trädgårdsodling","100","Trädgårdsodling"
"TRRTRA00S","Trädgårdsodling – specialisering","100","Trädgårdsodling"
"TRRTRD0","Trädgårdsodling – grönsaker, frukt och bär","100","Trädgårdsodling"
"TRRTRG0","Trädgårdsodling – plantskoleväxter","100","Trädgårdsodling"
"TRSTRG0","Trädgårdsmaskiner","100","Trädgårdsmaskiner"
"TRUC1000X","Nivå 1","200","Truckteknik"
"TRVTRA01","Trav 1","100","Travkunskap"
"TRVTRA02","Trav 2","100","Travkunskap"
"TRÄBYG0","Bygga i trä","100","Trä"
"TRÄTIM0","Timring","100","Trä"
"TRÄTRK01","Trä 1 – stommar","100","Trä"
"TRÄTRK02","Trä 2 – beklädnad","100","Trä"
"TRÄTRK03","Trä 3 – montage","100","Trä"
"TÄTTÄT0","Tätskikt våtrum","100","Tätskikt våtrum"
"UNDA1000X","Nivå 1","100","Underhåll – hydraulik och pneumatik"
"UNDA2000X","Nivå 2","100","Underhåll – hydraulik och pneumatik"
"UNDE1000X","Nivå 1","200","Undertaksmontering"
"UNDE2000X","Nivå 2","200","Undertaksmontering"
"UNDFLY0","Flygunderhåll","200","Underhållsteknik – flyg"
"UNDH1000X","Nivå 1","100","Underhåll – elteknik"
"UNDH2000X","Nivå 2","100","Underhåll – elteknik"
"UNDH3000X","Nivå 3","100","Underhåll – elteknik"
"UNDL1000X","Nivå 1","100","Underhåll – pumpteknik"
"UNDL2000X","Nivå 2","100","Underhåll – pumpteknik"
"UNDMAT0","Materiallära – flyg","100","Underhållsteknik – flyg"
"UNDR1000X","Nivå 1","100","Underhåll – automation"
"UNDR2000X","Nivå 2","100","Underhåll – automation"
"UNGD1000X","Nivå 1","100","Ungdomskunskap"
"UTSUTS01","Utställningsdesign 1","100","Utställningsdesign"
"UTSUTS02","Utställningsdesign 2","100","Utställningsdesign"
"UTSUTS03S","Utställningsdesign 3","100","Utställningsdesign"
"VADVAD00S","Vård och omsorg – specialisering","100","Vård och omsorg specialisering"
"VAEDRT0","Drift, underhåll, säkerhet och miljö","200","Vattenkraftteknik"
"VAEGEN0","Generatorer och transformatorer","100","Vattenkraftteknik"
"VAEHYD0","Hydraulik, kraftstationshydraulik och turbiner","100","Vattenkraftteknik"
"VAEKOR0","Kontrollanläggningar","200","Vattenkraftteknik"
"VAEVAN0","Vattenkraftstationer","100","Vattenkraftteknik"
"VAGB1000X","Nivå 1","200","Vägbyggnad"
"VAGH1000X","Nivå 1","200","Väghyvlar"
"VAIVAI01","Våningsservice 1","100","Våningsservice"
"VAIVAI02","Våningsservice 2","100","Våningsservice"
"VAIVAI03","Våningsservice 3","100","Våningsservice"
"VALVAX5","Växtodling – grund","100","Växtodling"
"VALVAX51","Växtodling 1","100","Växtodling"
"VALVAX52","Växtodling 2","100","Växtodling"
"VANFIS01","Fiskodling 1","200","Vattenbruk"
"VANFIS02","Fiskodling 2","200","Vattenbruk"
"VANI1000X","Nivå 1","100","Våningsservice"
"VANI2000X","Nivå 2","100","Våningsservice"
"VANVAE00S","Vattenbruk – specialisering","100","Vattenbruk"
"VANVAT0","Vattenbruk – grunder","100","Vattenbruk"
"VAOODL0","Odling av djurfoder","100","Växtodling"
"VAOVAT00S","Växtodling – specialisering","100","Växtodling"
"VAOVAT01","Växtodling 1","100","Växtodling"
"VAOVAT02","Växtodling 2","100","Växtodling"
"VARD1000X","Nivå 1","100","Vård och omsorg – specialisering"
"VARO1N0","Nivå 1","200","Vård och omsorg"
"VARO2N0","Nivå 2","200","Vård och omsorg"
"VARVAR51","Vård och omsorg 1","200","Vård och omsorg"
"VARVAR52","Vård och omsorg 2","100","Vård och omsorg"
"VARVAR53","Vård och omsorg 3","100","Vård och omsorg"
"VATDRI0","Dricksvatten","100","Vatten- och miljöteknik"
"VATE1000X","Nivå 1","100","Vattenreningsteknik"
"VATE2000X","Nivå 2","100","Vattenreningsteknik"
"VATN1000X","Nivå 1","100","Vattenbruk"
"VATN2000X","Nivå 2","100","Vattenbruk"
"VATN3000X","Nivå 3","100","Vattenbruk"
"VATREN0","Rening av förorenat vatten","100","Vatten- och miljöteknik"
"VATT1000X","Nivå 1","100","Vattenkraftteknik"
"VATT2000X","Nivå 2","200","Vattenkraftteknik"
"VATT3000X","Nivå 3","200","Vattenkraftteknik"
"VATVAR0","Vattenreningens mikrobiologi","100","Vatten- och miljöteknik"
"VATVAT0","Vatten- och miljöteknik","200","Vatten- och miljöteknik"
"VAXD1000X","Nivå 1","100","Växtodling"
"VAXD2000X","Nivå 2","100","Växtodling"
"VAXD3000X","Nivå 3","100","Växtodling"
"VAXK1000X","Nivå 1","100","Växtkunskap"
"VAXK2000X","Nivå 2","100","Växtkunskap"
"VAXO1N0","Nivå 1","100","Växtodling"
"VAXO2N0","Nivå 2","200","Växtodling"
"VAXT1000X","Nivå 1","100","Växthusteknik"
"VAXU1N0","Nivå 1","100","Växtkunskap"
"VAXU2N0","Nivå 2","100","Växtkunskap"
"VAXVAX51","Växtkunskap 1","100","Växtkunskap"
"VAXVAX52","Växtkunskap 2","100","Växtkunskap"
"VEAVER0","Verkstad – spårfordon","100","Verkstad – spårfordon"
"VEIVEN0","Ventilationsisolering","100","Ventilation – installation"
"VEIVEN01","Ventilationsmontering 1","100","Ventilation – installation"
"VEIVEN02","Ventilationsmontering 2","200","Ventilation – installation"
"VEIVET0","Ventilationsservice","100","Ventilation – installation"
"VEKVEK0","Verktygs- och materialhantering","100","Verktygs- och materialhantering"
"VELVET01","Ventilationsplåtslageri 1","100","Ventilation – plåtslageri"
"VELVET02","Ventilationsplåtslageri 2","200","Ventilation – plåtslageri"
"VENI1000X","Nivå 1","100","Ventilationsteknik"
"VENI2000X","Nivå 2","200","Ventilationsteknik"
"VENI3000X","Nivå 3","200","Ventilationsteknik"
"VENL1000X","Nivå 1","200","Ventilation – installation"
"VENL2000X","Nivå 2","200","Ventilation – installation"
"VENL3000X","Nivå 3","100","Ventilation – installation"
"VENT1000X","Nivå 1","100","Ventilationstillverkning"
"VENT2000X","Nivå 2","100","Ventilationstillverkning"
"VERK1000X","Nivå 1","100","Verktygsteknik"
"VERK2000X","Nivå 2","100","Verktygsteknik"
"VERVER0","El- och verkstadsteknik","100","El- och verkstadsteknik"
"VESSAM51","Sammanfogningsteknik 1","100","Verkstadsteknik"
"VESSAM52","Sammanfogningsteknik 2","100","Verkstadsteknik"
"VESSKA51","Skärande bearbetning 1","100","Verkstadsteknik"
"VESSKA52","Skärande bearbetning 2","100","Verkstadsteknik"
"VESVER5","Verkstadsteknik – grund","100","Verkstadsteknik"
"VETLUE0","Luftbehandlingssystem","100","Ventilationsteknik"
"VETLUF0","Luftbehandling","100","Ventilationsteknik"
"VETLUS0","Luftströmning","200","Ventilationsteknik"
"VETLUT0","Luftbehandlingsanläggningar","200","Ventilationsteknik"
"VETVEL0","Ventilationsteknik – injustering","100","Ventilationsteknik"
"VISE100TX","Nivå 1","100","Visuell produktion"
"VISE200TX","Nivå 2","100","Visuell produktion"
"VISU1000X","Nivå 1","100","Visuell kommunikation"
"VISVIS0","Visuell kommunikation","100","Visuell kommunikation"
"VVIENT0","Entreprenadteknik","100","VVS – installation"
"VVISAN01","Sanitetsteknik 1","100","VVS – installation"
"VVISAN02","Sanitetsteknik 2","100","VVS – installation"
"VVIVAR01","Värmeteknik 1","100","VVS – installation"
"VVIVAR02","Värmeteknik 2","100","VVS – installation"
"VVIVVG0","VVS gassvetsning rör","100","VVS – installation"
"VVIVVS0","VVS svets och lödning rör","100","VVS – installation"
"VVIVVT0","VVS-teknik","200","VVS – installation"
"VVSI1000X","Nivå 1","200","VVS-isolering"
"VVSN1000X","Nivå 1","200","VVS – installation"
"VVSN2000X","Nivå 2","200","VVS – installation"
"VVSN3000X","Nivå 3","200","VVS – installation"
"VVSO1000X","Nivå 1","100","VVS och fastighet"
"VVSO2000X","Nivå 2","200","VVS och fastighet"
"VVST1000X","Nivå 1","100","VVS-teknik"
"VVST2000X","Nivå 2","200","VVS-teknik"
"VÄXVÄK0","Växtkunskap – fastighetsskötsel","100","Växtkunskap"
"VÄXVÄX01","Växtkunskap 1","100","Växtkunskap"
"VÄXVÄX02","Växtkunskap 2","100","Växtkunskap"
"WEBB1000X","Nivå 1","100","Webbutveckling"
"WEBB2000X","Nivå 2","100","Webbutveckling"
"WEBS1000X","Nivå 1","100","Webbserverprogrammering"
"WEBS2000X","Nivå 2","100","Webbserverprogrammering"
"WESWEB01","Webbserverprogrammering 1","100","Webbserverprogrammering"
"WESWEB02","Webbserverprogrammering 2","100","Webbserverprogrammering"
"WESWET3","Webbtjänster","100","Webbserverprogrammering"
"WEUWEB01","Webbutveckling 1","100","Webbutveckling"
"WEUWEB02","Webbutveckling 2","100","Webbutveckling"
"WEUWEB33","Webbutveckling 3","100","Webbutveckling"
"YRKAER0","Aerodynamik","100","Yrkesteknik – flyg"
"YRKE1000X","Nivå 1","200","Yrkestrafik"
"YRKE2000X","Nivå 2","200","Yrkestrafik"
"YRKFLY0","Flyglagstiftning","50","Yrkesteknik – flyg"
"YRKMAN0","Mänskliga faktorer","50","Yrkesteknik – flyg"
"YRKS100VX","Nivå 1","200","Yrkestrafik – vux"
"YTTR1000X","Nivå 1","100","Yttre miljö"
"YTTR2000X","Nivå 2","100","Yttre miljö"
"YTTYTR0","Yttre miljö – maskiner och verktyg","100","Yttre miljö"
"YTTYTT0","Yttre miljö – anläggningar","100","Yttre miljö"
